timestamp,sumOpenInterest,sumOpenInterestValue
2025-07-07 16:00:00,79067.46700000,8559211437.68400000
2025-07-07 17:00:00,78880.14200000,8513746702.44340000
2025-07-07 18:00:00,78769.27700000,8499197111.37230000
2025-07-07 19:00:00,78710.07400000,8498915027.33498400
2025-07-07 20:00:00,78522.02500000,8478926042.53750000
2025-07-07 21:00:00,78340.91300000,8446591644.41624900
2025-07-07 22:00:00,78218.54600000,8456691963.04520000
2025-07-07 23:00:00,78263.63500000,8450361952.36821900
2025-07-08 00:00:00,78235.73800000,8465800427.57461500
2025-07-08 01:00:00,78217.29400000,8466585388.06445100
2025-07-08 02:00:00,78240.72300000,8422793292.50926600
2025-07-08 03:00:00,78133.60700000,8417856977.27690000
2025-07-08 04:00:00,78253.69000000,8440470866.25000700
2025-07-08 05:00:00,78269.33700000,8452044999.66281600
2025-07-08 06:00:00,78290.93300000,8468087977.12432000
2025-07-08 07:00:00,78172.52800000,8461785532.69223000
2025-07-08 08:00:00,78031.26300000,8461764781.60410000
2025-07-08 09:00:00,78032.06000000,8443700951.68600000
2025-07-08 10:00:00,78110.09100000,8468242111.59674500
2025-07-08 11:00:00,77879.17200000,8471696330.16000000
2025-07-08 12:00:00,78170.29300000,8498134879.93830000
2025-07-08 13:00:00,78526.07600000,8551791159.91375350
2025-07-08 14:00:00,78725.64300000,8579331632.59680000
2025-07-08 15:00:00,78603.92800000,8515869279.24847400
2025-07-08 16:00:00,78220.89000000,8464822231.04100000
2025-07-08 17:00:00,77939.95700000,8448475216.38248300
2025-07-08 18:00:00,77903.64800000,8487290835.00800000
2025-07-08 19:00:00,78352.71900000,8549190534.44040000
2025-07-08 20:00:00,78375.38400000,8523254260.87346650
2025-07-08 21:00:00,78220.45300000,8494509598.64198600
2025-07-08 22:00:00,78119.10600000,8503030330.78200000
2025-07-08 23:00:00,78175.10000000,8510344759.08941900
2025-07-09 00:00:00,78100.42800000,8503043517.72960000
2025-07-09 01:00:00,78238.93900000,8519438067.71000000
2025-07-09 02:00:00,78467.69000000,8531799780.46900000
2025-07-09 03:00:00,78341.51300000,8506133461.90880000
2025-07-09 04:00:00,77829.08200000,8430281335.18984200
2025-07-09 05:00:00,77572.90700000,8416660409.50000000
2025-07-09 06:00:00,77505.31400000,8427075285.90600000
2025-07-09 07:00:00,77474.28300000,8428509942.66519100
2025-07-09 08:00:00,77516.00000000,8424035796.80000000
2025-07-09 09:00:00,77639.51500000,8432606295.03450000
2025-07-09 10:00:00,77634.47800000,8439176126.68423700
